Degree,XCoordinate,YCoordinate
18.79,181.72471729109787,61.795041269268175
18.9,180.9259393070313,61.91099379379311
19.01,180.31043726519815,62.08713940825198
19.12,178.12785292115902,61.71818759785967
19.24,177.5029796131018,61.918162885678676
19.35,177.38383881640664,62.25865717650625
19.46,175.60103171089446,62.011646718468235
19.57,173.81671321911847,61.756917607417805
19.69,173.01194672853742,61.879180310249666
19.8,172.2267413634256,61.97136079945075
19.91,166.61869467008802,60.314817856830665
20.02,164.00625497179703,59.725329608069735
20.14,162.19747339457405,59.451489673652794
20.25,161.40457374020974,59.51243771185876
20.36,158.5004074804945,58.78736396412528
20.47,156.73822838212956,58.47615836359916
20.59,153.44821072618637,57.614928258787465
20.7,151.89466689985966,57.364421325829994
20.81,150.45908811142127,57.15239398321746
20.92,149.87100154535335,57.258328906160244
21.04,146.86745296903499,56.463421124254964
21.15,143.1894390825026,55.365011832729586
21.26,141.82987123607367,55.15240362086471
21.37,140.95926746904388,55.12547730336562
21.49,138.77229313732408,54.605408682735835
21.6,124.3366659145064,49.20088253880974
21.71,121.84009483988962,48.48358439795238
21.82,120.89721082099881,48.37731302690308
21.94,119.81812696571846,48.23674032408947
22.05,115.27332951669298,46.66432794047205
22.16,114.32449649736355,46.53575149593022
22.27,112.41157632258202,46.008740205954176
22.39,110.27913680819448,45.40571166170828
22.5,109.6890175364413,45.409097090307114
22.61,106.58427579624065,44.36356034319434
22.72,104.44966834199138,43.7104119928117
22.84,102.66739935871065,43.21733960174266
22.95,101.56508747757324,42.98293854162246
23.06,100.3110421493794,42.6793645247766
23.17,97.55627660039289,41.728562111192296
23.29,96.47818363700524,41.506546657577154
23.4,94.54016414794926,40.88794479483501
23.51,93.80634652068338,40.7844253660815
23.62,92.39109768443645,40.38009082866936
23.74,91.50466173377583,40.221017072180025
23.85,89.76189322692909,39.66067562440218
23.96,88.70550869449382,39.39753876302954
24.07,87.03647495039587,38.856385509665984
24.19,85.17810317741827,38.24078197113331
24.3,84.3060052647282,38.04380119857841
24.41,82.04482408585184,37.213082476305175
24.52,80.66497546936748,36.774017990872466
24.64,80.58781850923913,36.94279597686947
24.75,77.86491687207179,35.87554488095406
24.86,75.82428544293279,35.111884081252576
24.97,74.26466234390267,34.56288848287217
25.09,72.96571635074432,34.14436367478615
25.2,72.14258280216593,33.92807706456851
25.31,69.14472289717611,32.68038089546586
25.42,68.48522122167516,32.52959382190643
25.54,66.57577030367888,31.79360745713604
25.65,65.9378055397243,31.64446977391424
25.76,65.4641298244057,31.5718393456366
25.87,64.31931096067473,31.17198909615321
25.99,63.55097592278047,30.96406722738756
26.1,62.673071155974334,30.685275815579313
26.21,61.807369321030606,30.40859140024505
26.32,61.61536773399319,30.4611193546482
26.44,61.019337404441636,30.32557440054368
26.55,60.697872378031605,30.311190817587285
26.66,60.63959685762448,30.427607414070188
26.77,60.19269372647821,30.34808541929883
26.89,59.99767105286276,30.40744648216628
27.0,59.5548865901241,30.32681129359724
27.11,59.36656501623969,30.374511653236254
27.22,59.05199768756293,30.356683543739255
27.34,58.988321692230116,30.48023245647318
27.45,58.677443706352996,30.462396492852864
27.56,58.61888175897772,30.57493583520641
27.67,58.43380878241995,30.621179889844985
27.79,58.243150837641785,30.676843283444942
27.9,58.18417819051746,30.788548871738765
28.01,58.124991301485046,30.90014109248729
28.12,58.065590388478576,31.01161953479304
28.24,58.000545556045324,31.133102134776824
28.35,57.94069784607051,31.244341350774118
28.46,57.880636790714746,31.35546552093737
28.57,57.945874481184724,31.53477916963191
28.69,57.87973476434915,31.656010018245492
28.8,57.943850001612915,31.83567569552408
28.91,58.13371589401611,32.08537168794868
29.02,58.07204064052242,32.19686468967923
29.14,58.253941153714585,32.45733106802773
29.25,58.31899672878049,32.64038327821061
29.36,58.381117087412434,32.822428829879534
29.47,58.69707364701888,33.14845715780916
29.59,58.88074139431705,33.41494116193471
29.7,58.9436290284384,33.600326342033746
29.81,59.007875429183954,33.787137158006
29.92,59.07134110572206,33.97415674653454
30.04,59.00009249630012,34.09773822549961
30.15,47.857928429626206,27.781025054728314
30.26,47.804531652402424,27.872807898758982
30.37,47.91052916586374,28.057937588382842
30.49,48.173996315633595,28.347829058230438
30.6,48.11951132327073,28.4402173575195
30.71,48.548296894853515,28.81948765348122
30.82,48.49290615349596,28.912593325197136
30.94,48.43227625334191,29.014041719828914
31.05,49.00230799173802,29.483449789379257
31.16,49.26635627149479,29.77123006746859
31.27,49.209137921319495,29.86571186227704
31.39,49.30569965205163,30.065727694863394
31.5,49.24791612156434,30.160284443011538
31.61,49.35315536207569,30.355110318914775
31.72,49.61923226306969,30.650151543239463
31.84,49.55496260923104,30.753953905111356
31.95,49.65687173707034,30.94934176933027
32.06,49.76009970360377,31.146414627595234
32.17,50.03084554153199,31.449660746437868
32.29,50.127981543759134,31.65731299950368
32.4,50.23422889128136,31.859413800293833
32.51,50.336975902089385,32.06018595858637
32.62,50.275363331500785,32.15671793812691
32.74,50.20793849671492,32.26189049911302
32.85,50.478050545781166,32.57247938210356
32.96,50.41545468190977,32.669281124877884
33.07,50.518660613328336,32.87397546949079
33.19,50.44973378747051,32.979655760888264
33.3,50.38635664998257,33.07640241734416
33.41,50.322793983206,33.17302728207271
33.52,50.259046021187,33.26952999928826
33.64,50.18929173727266,33.37466596453466
33.75,50.125157099050305,33.47091213470079
33.86,49.8963547140094,33.456745003866594
33.97,49.832063114643724,33.552428909665615
34.09,49.76171756497153,33.65667043817621
34.2,49.69704257902276,33.75209562232839
34.31,49.63218460193173,33.847396526760676
34.42,49.56714387251418,33.942572800562424
34.54,49.174933711625144,33.82542280283584
34.65,49.10993598914579,33.9197217039783
34.76,49.044757437329004,34.01389570817925
34.87,48.82217539337831,33.99845863944725
34.99,50.02549114795367,34.992145338718636
35.1,49.95825305000475,35.08807421605938
35.21,49.89083099910176,35.18387389442878
35.32,49.672605495005364,35.172891028995096
35.44,49.59886812981588,35.2767952093318
35.55,49.53108460616966,35.37190492094628
35.66,49.31267799433886,35.359012840104114
35.77,49.24473723118643,35.453573233616396
35.89,49.17041324247959,35.5565811287276
36.0,48.663389233697686,35.332344222958596
36.11,48.5955008400109,35.42565875334571
36.22,48.240326231004204,35.30869947278745
36.34,48.166307711834556,35.40960511982872
36.45,47.95787484070634,35.398336694866686
36.56,47.7492514490874,35.386094058520946
36.67,47.68126159849032,35.47765436218971
36.79,47.60689062559976,35.57738933127118
36.9,47.538533962950346,35.668676108317825
37.01,47.33204852759101,35.65590903130133
37.12,47.12538496802438,35.64217667710781
37.24,47.050670813277044,35.74074765148745
37.35,46.98200170839222,35.83096680441789
37.46,46.91315960950792,35.92105402294734
37.57,46.28621544345837,35.58210589498261
37.69,46.07471863995278,35.57321514261145
37.8,45.432523089177685,35.216745719680986
37.91,45.364862464278424,35.30386079355112
38.02,45.29703479990216,35.39084587389493
38.14,45.222850769873034,35.48559005538906
38.25,45.15467464890246,35.57230229666193
38.36,45.086332262394464,35.65888355597103
38.47,45.29173867610471,35.962829065051416
38.59,45.21635730707382,36.05756090677375
38.7,45.1470836502202,36.144259634784135
38.81,45.07764375578025,36.230825274807536
38.92,43.47941923687382,35.08380589613249
39.04,43.40588192583002,35.17474587789137
39.15,43.622010274751915,35.488780662665384
39.26,43.55383097861839,35.5724210649103
39.37,43.626212168400095,35.77131455749248
39.49,43.69126268845375,35.97786677975589
39.6,43.62214476348207,36.06163916916627
39.71,43.55286621595253,36.14527877480923
39.82,43.76531426236841,36.4636430916623
39.94,43.68888786783608,36.55517852331795
40.05,43.75845695237683,36.756370583618796
40.16,44.10831952459685,37.19484035072698
40.27,44.03686559616541,37.2794107848456
40.39,43.95873093420108,37.37151287618034
40.5,43.8869382664342,37.4557959413252
40.61,43.81498400110444,37.53994108923137
40.72,44.017942303249974,37.860543516803304
40.84,44.07632154812985,38.0715713551796
40.95,43.865683498425966,38.03684807152033
41.06,43.7926142984354,38.12095136415763
41.17,43.71938384819539,38.20491429036521
41.29,43.639312495917096,38.296349759261574
41.4,43.42875469851789,38.25933348438384
41.51,43.35525937841772,38.342597950105784
41.62,43.144645504240565,38.304128119304345
41.74,43.06436772376272,38.394360252766425
41.85,42.990613973316734,38.47692525220708
41.96,42.78218840597783,38.43849227699689
42.07,42.70835049064382,38.52051572476227
42.19,42.358293396808044,38.36589171616625
42.3,42.15168768124452,38.32625591274846
42.41,42.07806629568453,38.40706970705582
42.52,41.46373316032821,37.99244002529669
42.64,41.117185053691095,37.83354455057735
42.75,40.91173204325501,37.78972763270774
42.86,40.706167507761975,37.74486181583779
42.97,40.500491249748755,37.69894174282648
43.09,40.29034200070017,37.661054262105864
43.2,40.08666434299153,37.615059154355514
43.31,39.882881106269515,37.568015580586234
43.42,39.549051425712065,37.39704798500877
43.54,39.3405696982985,37.3562075494821
43.65,39.00777105270574,37.1827979604327
43.76,38.9363496227191,37.257581036938625
43.87,38.86478482389756,37.33222692605959
43.99,38.78655093236479,37.41350202049707
44.1,38.714687214473344,37.48786017569101
44.21,38.772196859726236,37.687974439299616
44.32,38.828650191003874,37.88802701397001
44.44,38.87740789359955,38.09480046071051
44.55,38.80423667322974,38.16933170589497
44.66,38.98717705403688,38.496753439182115
44.77,38.9132343289438,38.571494579037385
44.89,39.08811851205975,38.907398497635874
45.0,39.273323501443386,39.242061547328376
45.11,39.70755536023858,39.828507972476054
45.22,40.01241720730139,40.288622908899704
45.34,39.927992083543955,40.372293901178296
45.45,40.36419385628715,40.970296406853144
45.56,40.67235203548537,41.44184415018492
45.67,40.97322200586995,41.90896974544185
45.79,41.26942301072812,42.389087326357775
45.9,41.70064763568822,42.996774918949875
46.01,42.00392005489159,43.476093431014206
46.12,41.92041698145272,43.55661419464478
46.24,42.21178897165496,44.043518688668996
46.35,42.25434854274092,44.2576173770712
46.46,43.15825129328036,45.378394403497765
46.57,43.19629608909898,45.59327440368325
46.69,43.35314745222149,45.95111104190998
46.8,43.39028136701337,46.16763097190583
46.91,43.42638293122361,46.384076996789155
47.02,43.33729714500668,46.46732195316112
47.14,43.48556350313518,46.82242091293583
47.25,43.52033048392918,47.040558754152954
47.36,43.42998480997167,47.12398277670258
47.47,43.217067239433355,47.07389686321881
47.59,42.87135243041433,46.893998984808356
47.7,42.781289183009065,46.976177961172525
47.81,42.56839901156759,46.92296600733275
47.92,42.11247507630251,46.599779430248375
48.04,41.89128814671592,46.5505457620225
48.15,41.43879922981118,46.2258144156639
48.26,41.10790681912152,46.03411774923488
48.37,41.01949683387339,46.11291445458474
48.49,39.96624758126121,45.11872177127066
48.6,39.29072095107653,44.52796028502357
48.71,38.85623532252501,44.20625494837308
48.82,38.288917170536934,43.729762807967475
48.94,37.961008452886894,43.53881606000003
49.05,37.29683610497531,42.94313313237957
49.16,36.86668947776164,42.61275873433095
49.27,36.44439288029549,42.28836988566322
49.39,35.89401049526884,41.82646702626058
49.5,35.475108512349124,41.49919689227397
49.61,35.05234211585343,41.164304668727674
49.72,34.51767541631841,40.69434953225924
49.84,34.09723972497176,40.369686355867834
49.95,33.68608238145499,40.03849631446168
50.06,33.499552624843965,39.97224004150018
50.17,33.31304240228294,39.90498556033275
50.29,33.00940417914034,39.709938752636624
50.4,32.8248979630567,39.64247814800326
50.51,32.63834791893587,39.57151642013686
50.62,32.34505589505181,39.369582494771784
50.74,32.26257142717576,39.43720516939618
50.85,32.18683646126214,39.499040814716416
50.96,32.11098297912172,39.560731019297684
51.07,32.035011260057146,39.62227555598844
51.19,31.951998501073717,39.68924865066168
51.3,31.87578046380667,39.75048787738169
51.41,31.7994450556625,39.811580737501096
51.52,31.722992557718385,39.87252700606786
51.64,31.639456623055047,39.938846393761615
51.75,31.562760211156444,39.99948542818653
51.86,31.48594758096307,40.05997717916865
51.97,31.514700726333494,40.25531399450639
52.09,31.430363947864773,40.321196519590394
52.2,31.35293423396187,40.38143362471828
52.31,31.37991774586901,40.576685780496675
52.42,31.301997869637823,40.63682561465469
52.54,31.320503216574085,40.83739395366995
52.65,31.34708238925603,41.03486841310929
52.76,31.268283372453674,41.094944396360205
52.87,31.189369221659557,41.15486906254222
52.99,31.419397515570772,41.63918178541151
53.1,31.339438756127564,41.69939542068841
53.21,31.47688340388401,42.05003937189942
53.32,31.604072371758395,42.38925897190613
53.44,31.62124329751304,42.59808648659569
53.55,31.977178025300763,43.25074279367799
53.66,32.227693336583734,43.76500636585258
53.77,32.37495816352679,44.14214256893922
53.89,32.39987268397645,44.37057865367677
54.0,32.76473786155255,45.05151073527293
54.11,33.37975945185174,46.08280582028233
54.22,33.62122830430653,46.604145101514646
54.34,33.523596700313135,46.67442337734969
54.45,34.006993065945366,47.53971416208499
54.56,34.27367292889995,48.10733149908433
54.67,34.425347892242215,48.51696015310619
54.79,34.69749980947828,49.11805683220025
54.9,34.6031838934085,49.18454700857734
55.01,35.28251184340174,50.35518203740521
55.12,39.09486539085127,56.024621076254384
55.24,39.361860024366365,56.659603264485156
55.35,39.64490357727678,57.30138119639957
55.46,40.05798560366979,58.13654435358351
55.57,39.94635435370884,58.213304096640364
55.69,40.61551437397261,59.45485675819617
55.8,40.907493432771346,60.12966806034911
55.91,41.06619809227098,60.61271077570853
56.02,40.949813500805035,60.691400606532554
56.14,40.822676539737905,60.77698917736273
56.25,41.54035166850236,62.10259669764612
56.36,41.7045720021785,62.607736535631986
56.47,44.307762673640696,66.79312963813219
56.59,44.16784541179078,66.8857341417447
56.7,44.03941788253548,66.97036413644034
56.81,44.313945756702914,67.67033479651177
56.92,44.31942498562512,67.96289602136018
57.04,44.84915871752887,69.09090361494707
57.15,44.716498461326886,69.1768369135085
57.26,44.85444919815151,69.68317626082434
57.37,44.720652427507495,69.76911862081056
57.49,44.710057779741895,70.07503644902471
57.6,44.7113181312556,70.37446054949423
57.71,44.57619512719888,70.46012698433461
57.82,44.44090798764355,70.54553397558536
57.94,44.42832527827571,70.85400891716992
58.05,44.4277018952698,71.15602085772532
58.16,44.42671811375628,71.45931278921947
58.27,44.2895139240358,71.54443111129828
58.39,44.139650651682814,71.63698700401953
58.5,44.00210605360531,71.72155414876296
58.61,43.99894284417102,72.0261042627049
58.72,43.99538653160118,72.33191525139512
58.84,43.84387543809159,72.42385371249661
58.95,43.70482147569867,72.50785184914326
59.06,51.009607003828926,84.99521551229572
59.17,50.961421460503885,85.28540431628122
59.29,50.78277915362394,85.39189661847853
59.4,50.85247710278656,85.8837910930262
59.51,50.68758212865617,85.98121316863781
59.62,57.21563012996882,97.48181882876385
59.74,57.11212699229226,97.77374366575252
59.85,56.92440500984918,97.88315541641808
59.96,56.941134124159824,98.34568577889479
60.07,56.95483663836482,98.80610600310679
60.19,56.850679792530606,99.10432318417708
60.3,56.7597893825651,99.38725425952188
60.41,56.67144126153271,99.67621454158785
60.52,56.579149535690554,99.9598244520499
60.64,56.46902821237224,100.25425437065988
60.75,56.48020795124466,100.72563117921291
60.86,56.48765468970552,101.1936009224723
60.97,56.29337153489334,101.30180808472501
61.09,56.17957589156882,101.59735193059967
61.2,55.98451855110235,101.70496718089998
61.31,55.991710075725194,102.18167677946276
61.42,55.991090295792816,102.64744423261776
61.54,55.87697465858516,102.95029724582554
61.65,55.87511240456749,103.41971997855929
61.76,55.676558704985936,103.5267476425147
61.87,55.47779999688583,103.63339410717089
61.99,55.45768629847923,104.11905860001234
62.1,56.202684276426744,106.00750734479907
62.21,56.19073447635849,106.47817315772926
62.32,61.4837038890568,117.0516445395626
62.44,61.238541246662294,117.18009386971055
62.55,61.01357306028791,117.29738801759501
62.66,60.78838021379602,117.41425026084485
62.77,60.73536256271474,117.86524396265247
62.89,62.717344736513944,122.33983271690894
63.0,62.48247286809634,122.45995502321404
63.11,62.16525560653754,122.41792214394313
63.22,61.93023490971097,122.5369849094333
63.34,61.75505452316735,122.82838939284609
63.45,61.51924694098853,122.94666427282064
63.56,61.283212836733455,123.06448644677158
63.67,60.88470354533123,122.85446487964448
63.79,60.54698958417399,122.81854658652844
63.9,60.311203113363405,122.93450334365838
64.01,60.07519456865513,123.05000743954288
64.12,59.83896481906415,123.16505844888043
64.24,59.58100837655782,123.29005139980224
64.35,59.344318919391085,123.40415367939173
64.46,59.107410948523295,123.51780156842057
64.57,58.792002610776784,123.4665964097756
64.69,58.533417243183266,123.58939706073258
64.8,58.2961553039915,123.70148857945446
64.91,57.98075121195151,123.64694020569661
65.02,57.74337987142103,123.75797111442195
65.14,57.48521425057881,123.88079004658087
65.25,57.24739509077897,123.99086964498738
65.36,56.85683861226808,123.76846624383705
65.47,56.544157283217984,123.71307507210938
65.59,56.28506087907872,123.83116969691059
65.7,55.897697310131726,123.60803952585323
65.81,55.3627084982736,123.05339155993164
65.92,54.75813743107518,122.33647473973636
66.04,54.35458621529972,122.11980029475245
66.15,53.89630445095077,121.71834304326153
66.26,53.36808425501242,121.15285489668233
66.37,52.34669463176516,119.45497154909624
66.49,51.59667996417002,118.41712692853321
66.6,50.57373742619228,116.68032003189981
66.71,49.84308890370579,115.6020465009333
66.82,48.3262904037698,112.67831641067345
66.94,47.58241747841589,111.5881425013865
67.05,46.517229095235614,109.67291095480856
67.16,45.965280347008196,108.95270993702242
67.27,45.28276201774633,107.91264119977241
67.39,44.212129089656976,105.98248742768546
67.5,43.730807920725134,105.39742140394443
67.61,42.79323144756867,103.6994343070788
67.72,42.59416509221507,103.78135879545256
67.84,41.71503327306597,102.24817520308288
67.95,40.911410374227984,100.831161690512
68.06,40.32334226489233,99.93178374231935
68.17,39.87610999003137,99.3725105452354
68.29,39.537464477678114,99.12848011214037
68.4,39.15526272314312,98.72030558307127
68.51,38.8400313685275,98.47648770116889
68.62,38.523167106012004,98.22490652980507
68.74,38.12797095048822,97.81917585285649
68.85,37.940196739877464,97.89215905614057
68.96,37.690295223271654,97.80392789990233
69.07,37.44077063937917,97.71483354091846
69.19,37.23613903702728,97.79299540158883
69.3,37.048416705684794,97.8642673277736
69.41,36.86055795712835,97.93517890466725
69.52,36.67256348307891,98.0057298711639
69.64,36.40760696760134,97.92166676256758
69.75,36.1601323099138,97.83035400458725
69.86,35.97234027260731,97.89956112590642
69.97,35.78441578034383,97.968407767978
70.09,35.57925699210662,98.04310177275588
70.2,35.332720464341,97.94947097656392
70.31,34.97112885277845,97.53300371376365
70.42,34.84137269971032,97.7611651683149
70.54,34.693681212841604,97.9949751291789
70.65,34.5055759859164,98.06136799243022
70.76,34.317343704856086,98.12739978063946
70.87,34.12898506275701,98.19307025066878
70.99,33.923359608483665,98.2642983974351
71.1,33.73473899866213,98.32921260418397
71.21,33.54599417303009,98.39376474965118
71.32,33.35712582657121,98.45795459614709
71.44,33.20586394450106,98.69078274945075
71.55,33.01642628005475,98.75431937740095
71.66,32.82686704472126,98.81749237876963
71.77,32.637186936482955,98.88030152094534
71.89,32.483671038895245,99.11177755024966
72.0,32.34657056174223,99.33713323607088
72.11,32.15589420530644,99.39901978653414
72.22,31.965099446577334,99.46054033654295
72.34,31.75682549798174,99.52723597567353
72.45,31.565785441495027,99.58799052158933
72.56,31.374629155574265,99.64837837123521
72.67,31.28652011216232,100.03826097684457
72.79,31.077038289358132,100.10353485847423
72.9,30.88489363156079,100.16298390806443
73.01,30.692635251463898,100.22206414418231
73.12,30.550424806529705,100.44569782129666
73.24,30.390283638428137,100.67570375737412
73.35,30.24683287316779,100.89992947375792
73.46,30.0531615519934,100.95778398616152
73.57,29.85937957106797,101.01526675853286
73.69,29.64785567788328,101.0775510208378
73.8,29.50225012672513,101.30046349413617
73.91,29.307811596567625,101.35688849844772
74.02,29.161389342794017,101.5805757593349
74.14,28.948683599610128,101.64139765789164
74.25,27.27316733197035,96.46073990843293
74.36,27.088019791817622,96.51289646341621
74.47,26.902772509961437,96.56469764503622
74.59,26.700571612639525,96.62080249903903
74.7,26.564108827889072,96.85047645131506
74.81,26.378214732497586,96.90127168511728
74.92,26.19222350899958,96.95171011550686
75.04,25.989214022992584,97.00632670673471
75.15,25.85094714541579,97.23628539980116
75.26,25.664314038952387,97.28571144611472
75.38,25.460606533998266,97.33922221585496
75.49,25.273776621986595,97.3878990528525
75.6,25.179201748329643,97.79489318287662
75.71,24.991497972983968,97.8430291967684
75.83,24.786625291211568,97.89513031814404
75.94,24.598729894818263,97.94251283735328
76.05,24.50153638647733,98.35399355407722
76.16,24.312761007927097,98.40082817489268
76.28,24.106722154940538,98.45150725244298
76.39,23.91776038543217,98.49758408955209
76.5,23.72871054753855,98.54329824541325
76.61,23.583638005948732,98.77320158695731
76.73,23.376821249379667,98.82235355226005
76.84,23.23076631334349,99.05300683553978
76.95,23.040651946369923,99.09740170434796
77.06,22.850452740641416,99.14143168329969
77.18,22.642866762724907,99.18904804176796
77.29,22.494930110461205,99.4198745355213
77.4,22.30411312029004,99.46285674185434
77.51,22.15520704391583,99.69443381741307
77.63,21.94646497234227,99.74059358431293
77.74,21.755033568090493,99.7825227571672
77.85,21.60466022383132,100.01452556143767
77.96,21.412703804160284,100.0557983450333
78.08,21.203206903568525,100.10040301452902
78.19,21.011086433810416,100.14090529617562
78.3,20.81888859842838,100.18103884564631
